,SMALL LoOP,ME1 OP2,SMALL HiOP,BIG LoOP,ME2 OP2,BIG HiOP
20141231,-0.24,-0.84,-0.46,-0.91,-1.02,-0.95
20150102,-0.38,-0.92,-0.77,-0.07,0.01,-0.18
20150105,-1.58,-1.86,-1.63,-2.05,-2.01,-1.68
20150106,-1.91,-1.87,-1.55,-1.48,-0.99,-0.78
20150107,1.42,1,1.48,1,0.96,1.44
20150108,1.72,1.74,1.74,1.76,1.72,1.96
20150109,-0.59,-1.25,-0.95,-0.91,-0.92,-0.79
20150112,-0.46,-0.68,-0.35,-0.89,-0.91,-0.7
20150113,-0.42,0.43,0.26,-0.34,-0.19,-0.15
20150114,-0.34,-0.57,-0.26,-0.87,-0.6,-0.56
20150115,-2.65,-1.46,-1.65,-1.34,-0.96,-0.93
20150116,2.17,1.57,1.59,1.27,1.46,1.23
20150120,-0.43,-0.7,-0.77,-0.02,0,0.39
20150121,-0.79,-0.12,-0.15,0.54,0.67,0.3
20150122,1.82,2.23,2.06,1.68,1.61,1.46
20150123,0.02,-0.3,-0.09,-0.43,-0.66,-0.42
20150126,1.32,0.64,0.91,0.67,0.39,0.24
20150127,-0.41,-0.69,-0.4,-0.9,-1.08,-1.63
20150128,-1.65,-1.57,-1.72,-1.9,-1.78,-0.79
20150129,1.29,1.21,0.92,0.85,0.71,1.27
20150130,-2.01,-2.1,-2.03,-1.04,-1.21,-1.34
20150202,0.63,1.36,1.05,1.57,1.26,1.24
20150203,1.57,1.95,1.86,1.57,1.6,1.37
20150204,-0.52,-0.6,-0.04,-0.46,-0.36,-0.28
20150205,1.77,1.56,0.95,1.24,1.07,0.98
20150206,-0.15,0.1,0.03,0.27,-0.28,-0.28
20150209,-0.71,-0.86,-0.73,-0.38,-0.45,-0.42
20150210,0.8,0.59,0.61,0.79,1.07,1.18
20150211,-0.12,-0.16,-0.06,0.06,-0.08,0.16
20150212,1.2,1.25,1.1,1,1.17,0.81
20150213,0.78,0.53,0.45,0.68,0.46,0.41
20150217,0.31,0.07,0.13,0.36,0.09,0.16
20150218,0.15,0.13,0.39,-0.17,-0.13,0.18
20150219,0.17,0.19,0.15,0.05,-0.06,-0.04
20150220,0.26,0.14,0.23,0.8,0.55,0.68
20150223,-0.16,-0.05,-0.11,-0.55,-0.18,0.15
20150224,0.33,0.47,0.37,0.68,0.36,0.17
20150225,0.61,-0.09,0.02,0.35,0.04,-0.19
20150226,0.47,0.44,0.19,-0.1,-0.17,-0.1
20150227,-0.6,-0.51,-0.53,-0.36,-0.35,-0.31
20150302,0.85,0.67,0.74,0.43,0.61,0.65
20150303,-0.66,-0.72,-0.74,-0.38,-0.38,-0.46
20150304,-0.12,-0.6,-0.25,-0.54,-0.34,-0.49
20150305,0.75,0.09,0.28,0.55,0.16,0
20150306,-1.11,-0.78,-1.09,-1.14,-1.32,-1.38
20150309,0.24,0.62,0.63,0.17,0.45,0.37
20150310,-1.19,-1.4,-1.2,-1.9,-1.66,-1.62
20150311,0.68,0.65,0.46,0.41,-0.01,-0.33
20150312,1.41,2.12,1.6,1.5,1.26,1.17
20150313,-0.24,-0.45,-0.64,-0.71,-0.63,-0.51
20150316,0.61,0.44,0.46,1.31,1.42,1.2
20150317,0.23,0.3,0.2,-0.2,-0.35,-0.2
20150318,0.59,0.55,0.71,0.9,1.27,1.08
20150319,0.51,0.07,0.26,-0.73,-0.51,-0.31
20150320,0.34,0.99,1.01,0.71,0.79,0.93
20150323,-0.21,0.12,0.1,-0.3,-0.15,-0.23
20150324,-0.11,0.06,-0.05,-0.63,-0.58,-0.48
20150325,-2.95,-1.8,-2.07,-1.47,-1.35,-1.61
20150326,-0.19,-0.09,-0.14,-0.17,-0.31,-0.17
20150327,0.9,0.46,0.82,0.48,0.17,0.28
20150330,1.49,1.28,1.03,1.25,1.36,1.13
20150331,-0.59,-0.19,-0.22,-0.78,-0.77,-0.81
20150401,0.08,-0.09,-0.18,-0.32,-0.48,-0.39
20150402,0.24,0.36,0.18,0.55,0.27,0.37
20150406,0.28,0.42,0.28,0.42,0.53,0.83
20150407,-0.23,-0.53,-0.5,-0.24,-0.06,-0.31
20150408,1,0.5,0.87,0.43,0.17,0.48
20150409,-0.14,-0.26,-0.34,0.68,0.5,0.37
20150410,0.57,0.25,0.37,1.15,0.38,0.41
20150413,0.23,0.01,0.07,-0.42,-0.36,-0.52
20150414,-0.02,-0.11,0.1,0,0.24,0.02
20150415,1,0.82,0.64,0.59,0.53,0.53
20150416,-0.01,-0.32,-0.38,-0.16,-0.05,-0.19
20150417,-1.74,-1.65,-1.43,-1.24,-1.18,-1.22
20150420,0.9,1.17,1.11,0.51,0.86,1.19
20150421,0.01,-0.13,0.02,-0.22,-0.15,-0.02
20150422,0.05,0.27,-0.02,0.59,0.46,0.53
20150423,0.63,0.46,0.51,0.21,0.18,0.31
20150424,-0.75,-0.2,0.09,-0.16,-0.07,0.66
20150427,-1.57,-0.88,-0.81,-0.66,-0.5,-0.33
20150428,0.27,0.9,0.5,0.26,0.4,0.14
20150429,-0.63,-1.08,-1.43,0.13,-0.21,-0.6
20150430,-2.35,-1.88,-1.66,-0.91,-1.01,-1.1
20150501,0.87,0.31,0.96,0.86,0.88,1.28
20150504,0.47,0.38,0.44,0.38,0.49,0.1
20150505,-1.51,-1.03,-1.32,-1.1,-1.03,-1.31
20150506,0.32,0.21,0.14,-0.13,-0.41,-0.44
20150507,0.52,0.29,0.48,0.87,0.18,0.42
20150508,1.09,0.42,0.48,1.2,1.3,1.25
20150511,0.26,0.24,0.15,-0.42,-0.51,-0.39
20150512,-0.14,-0.39,-0.43,-0.27,-0.27,-0.28
20150513,-0.05,0.15,-0.08,0.11,0.09,-0.1
20150514,0.75,1.04,0.75,0.87,1.01,1.1
20150515,-0.2,-0.39,0.06,-0.14,0.11,0.09
20150518,1.2,1.18,1.02,0.54,0.36,0.34
20150519,-0.17,0,-0.21,-0.09,0.13,-0.27
20150520,0.23,0.06,0.14,0.1,-0.06,-0.1
20150521,-0.04,-0.1,-0.01,0.2,0.18,0.36
20150522,-0.17,-0.51,-0.36,-0.16,-0.25,-0.21
20150526,-0.94,-1.15,-1.11,-1,-1.05,-1.02
20150527,1.26,1.23,1.08,0.91,0.84,1
20150528,0.07,0,-0.24,-0.06,-0.05,-0.22
20150529,-0.23,-0.67,-0.8,-0.68,-0.54,-0.61
20150601,-0.08,0.18,0.26,0.06,0.18,0.2
20150602,0.25,0.38,0.21,0.22,-0.05,-0.15
20150603,1.29,1.14,1.24,0.53,0.28,0.3
20150604,-1.03,-0.99,-0.86,-1.06,-0.85,-0.83
20150605,1.04,0.85,0.71,0.39,0.19,-0.35
20150608,-0.71,-0.48,-0.67,-0.7,-0.69,-0.63
20150609,-0.42,-0.02,-0.21,-0.06,0.08,0.02
20150610,1.26,1.48,1.36,1.29,1.19,1.13
20150611,0.03,0.21,0.16,0.11,0.22,0.29
20150612,-0.45,-0.26,-0.16,-0.57,-0.67,-0.7
20150615,-0.05,-0.5,-0.45,-0.46,-0.49,-0.49
20150616,0.54,0.79,0.63,0.43,0.62,0.57
20150617,-0.03,-0.41,-0.03,0,0.09,0.33
20150618,1.22,1.12,1.09,1.12,0.96,0.95
20150619,-0.02,0.04,0.08,-0.53,-0.5,-0.46
20150622,0.91,0.56,0.7,0.6,0.75,0.49
20150623,0.29,0.53,0.31,0.24,0.16,0.01
20150624,-1.03,-0.8,-0.94,-0.86,-0.87,-0.64
20150625,-0.12,0.2,-0.04,-0.45,-0.31,-0.22
20150626,-0.66,0.18,0,-0.07,0.03,-0.08
20150629,-2.78,-2.35,-2.42,-2.31,-2.08,-2.04
20150630,0.9,0.34,0.55,0.49,0.3,0.21
20150701,-0.33,0.2,-0.08,0.55,0.62,0.73
20150702,-0.67,-0.67,-0.72,-0.03,-0.04,-0.08
20150706,-0.03,-0.33,-0.69,-0.46,-0.51,-0.26
20150707,-0.1,-0.04,0.37,0.23,0.58,0.65
20150708,-1.89,-1.43,-1.81,-1.87,-1.64,-1.64
20150709,0.61,0.33,0.6,0.72,0.32,0.11
20150710,1.62,1.26,1.33,1.37,1.18,1.22
20150713,1.09,0.79,1.27,1.23,1.05,1.23
20150714,0.91,0.41,0.44,0.45,0.64,0.3
20150715,-0.72,-0.94,-1.04,0.01,-0.2,-0.09
20150716,0.69,0.56,0.47,1.02,0.76,0.73
20150717,-0.4,-0.6,-0.64,0.13,0.34,-0.13
20150720,-0.97,-0.67,-0.5,-0.03,-0.1,0.24
20150721,-0.33,-0.42,-0.42,-0.28,-0.43,-0.55
20150722,0.17,0.19,0.08,0.05,0.11,-0.59
20150723,-0.85,-1.03,-1.23,-0.72,-0.59,-0.47
20150724,-1.96,-1.45,-1.63,-0.58,-1.18,-1.02
20150727,-1.04,-0.79,-1.33,-1.2,-0.57,-0.71
20150728,0.87,0.83,0.98,1.34,1.26,1.23
20150729,-0.26,0.78,1.28,0.43,0.85,0.79
20150730,0.07,0.52,0.36,0.16,0.01,0.18
20150731,0.52,0.44,0.49,-0.5,-0.38,0.02
20150803,-0.68,-0.69,-0.69,-0.47,-0.33,-0.29
20150804,-0.18,-0.16,-0.09,0.02,-0.23,-0.13
20150805,0.21,0.36,0.18,0.54,0.19,0.53
20150806,-1.69,-0.74,-1,-0.98,-0.68,-0.96
20150807,-1.02,-0.7,-0.54,-0.4,-0.28,-0.33
20150810,1.37,1.55,1.58,1.18,1.3,1.33
20150811,-1.39,-0.81,-0.88,-0.94,-0.78,-1.17
20150812,0.14,-0.31,-0.29,-0.03,0.07,0.17
20150813,-0.69,-0.37,-0.4,-0.07,-0.12,-0.09
20150814,0.35,0.89,0.53,0.71,0.38,0.37
20150817,1.29,0.58,0.78,0.55,0.52,0.61
20150818,-1.23,-0.72,-0.69,-0.4,-0.35,-0.22
20150819,-0.98,-0.96,-1.33,-0.91,-0.88,-0.78
20150820,-2.86,-2.1,-2.64,-3.02,-2.23,-1.98
20150821,-0.9,-1.3,-1.91,-2.85,-2.96,-3.29
20150824,-3.9,-3.54,-3.86,-4.48,-4.13,-3.59
20150825,-0.32,-0.94,-0.61,-0.83,-1.41,-1.14
20150826,2.38,2.34,2.4,3.52,3.9,3.8
20150827,1.91,1.74,2.02,2.85,2.59,2.16
20150828,1.45,0.81,1.2,0.43,0.06,0.16
20150831,-0.05,0.4,0.09,-0.88,-0.75,-0.8
20150901,-2.56,-2.76,-2.99,-3.09,-3.09,-2.73
20150902,1.67,1.29,1.63,1.72,1.58,2.12
20150903,-0.44,0.24,0.17,0.09,0.21,0.15
20150904,-0.44,-0.84,-0.62,-1.38,-1.56,-1.35
20150908,2.39,1.98,2.01,2.36,2.58,2.55
20150909,-1.4,-1.03,-0.92,-1.28,-1.36,-1.32
20150910,0.57,0.22,0.24,0.58,0.55,0.46
20150911,0.39,0.08,-0.12,0.28,0.35,0.59
20150914,-0.42,-0.33,-0.45,-0.41,-0.45,-0.42
20150915,1,1.2,1.12,1.29,1.29,1.17
20150916,0.59,1,1.25,0.8,0.95,0.77
20150917,1.06,-0.07,0.44,-0.29,-0.19,-0.24
20150918,-0.88,-1.66,-1.76,-1.54,-1.76,-1.55
20150921,-1.12,0.38,-0.24,0.37,0.42,0.49
20150922,-1.78,-1.33,-1.66,-1.7,-1.17,-1.2
20150923,-0.36,-0.32,-0.8,-0.42,-0.11,-0.33
20150924,-0.17,0.16,-0.3,-0.37,-0.36,-0.37
20150925,-2.42,-0.55,-1.31,-0.06,-0.12,-0.09
20150928,-3.41,-2.2,-2.94,-3.23,-2.61,-2.34
20150929,-1.19,-0.26,-0.25,-0.58,0.27,-0.06
20150930,1.81,1.14,1.34,2.25,1.88,1.8
20151001,-0.28,-0.48,-0.23,0.39,0.16,0.06
20151002,2.03,1.17,1.8,1.44,1.52,1.41
20151005,2.49,2.64,2.86,1.98,1.93,1.83
20151006,-0.77,-0.28,-0.37,-0.66,-0.33,-0.39
20151007,1.81,1.55,1.58,0.85,0.93,0.83
20151008,0.71,1.3,1.51,0.62,0.82,0.87
20151009,0.29,-0.05,0.14,-0.13,0.04,0.25
20151012,-0.49,-0.15,-0.43,-0.04,0.12,0.1
20151013,-1.77,-1.02,-1.21,-0.79,-0.64,-0.69
20151014,-0.6,-1.08,-1.01,-0.37,-0.43,-0.85
20151015,2.93,1.82,1.71,2.15,1.6,1.22
20151016,-0.18,-0.22,0.03,0.43,0.46,0.3
20151019,0.07,0.02,0.07,-0.16,-0.12,0.14
20151020,-0.39,0.3,0.28,-0.36,-0.15,-0.09
20151021,-1.74,-1.51,-1.57,-1.18,-0.7,-0.46
20151022,0.68,1.09,0.67,1.68,1.41,1.75
20151023,1.05,0.93,1.28,0.94,1.08,1.22
20151026,-0.66,-0.72,-0.74,-0.54,-0.24,-0.02
20151027,-1.06,-1.51,-1.93,-0.54,-0.15,-0.5
20151028,3.13,2.93,2.86,2.22,1.28,1.07
20151029,-1.25,-0.73,-0.91,-0.29,-0.26,0.05
20151030,-0.37,-0.37,-0.05,-0.64,-0.56,-0.26
20151102,2.53,1.81,1.99,1.47,1.36,0.94
20151103,0.72,0.81,0.58,0.04,0.5,0.25
20151104,0.4,-0.11,-0.71,-0.09,-0.35,-0.23
20151105,-0.22,0.37,-0.12,0.09,-0.19,0.01
20151106,1.42,0.98,0.76,0.34,0.2,-0.02
20151109,-0.74,-1.38,-1.77,-0.8,-0.86,-1.05
20151110,0.09,0.22,0.23,0.35,0.31,-0.11
20151111,-0.93,-0.81,-1.17,-0.43,-0.41,-0.35
20151112,-2.04,-2,-2.16,-1.69,-1.5,-1.28
20151113,-0.43,-0.78,-1.1,-0.88,-0.93,-1.35
20151116,0.68,1.11,0.89,1.15,1.65,1.3
20151117,-0.32,-0.34,-0.38,-0.06,-0.23,0.01
20151118,1.74,1.46,1.73,1.94,1.42,1.71
20151119,-0.49,-0.26,-0.47,-0.14,-0.43,0.22
20151120,0.58,0.7,0.75,0.03,0.34,0.44
20151123,0.68,0.33,0.54,-0.24,-0.13,0.07
20151124,0.75,0.92,1.1,0.09,0.25,0.07
20151125,1,0.54,0.95,0.1,0.04,-0.07
20151127,0.44,0.25,0.1,0.09,0.03,0.1
20151130,-0.21,-0.12,-0.49,-0.31,-0.48,-0.52
20151201,0.33,0.5,0.54,1.15,1.2,0.79
20151202,-0.74,-1.05,-0.82,-1.09,-1.11,-0.93
20151203,-1.81,-1.52,-1.79,-1.97,-1.47,-1.34
20151204,0.99,0.79,1.06,1.78,1.93,2.01
20151207,-1.91,-1.62,-1.6,-1.48,-0.9,-0.4
20151208,0.06,-0.86,-0.43,-0.62,-0.79,-0.48
20151209,-1.35,-0.98,-0.71,-1.14,-0.76,-0.76
20151210,0.44,0.12,0.7,0.29,0.31,0.29
20151211,-2.35,-2.09,-2.43,-2.49,-1.84,-2.01
20151214,-0.86,-0.51,-1.01,0.06,0.41,0.41
20151215,1.69,1.23,1.17,1.57,1.45,0.57
20151216,1.72,1.09,1.69,1.67,1.43,1.43
20151217,-1.09,-1.1,-1.57,-1.58,-1.41,-1.54
20151218,-0.61,-1.42,-1.57,-2.06,-1.74,-1.69
20151221,0.62,0.6,0.45,0.86,0.72,0.73
20151222,0.62,1.04,1.09,1,0.8,0.93
20151223,1.56,1.35,1.64,1.25,1.37,1.14
20151224,0.2,0.17,0.01,0.09,-0.19,-0.13
20151228,-0.96,-0.56,-0.94,-0.41,-0.19,-0.24
20151229,1.16,1.02,1.06,1.02,0.98,1.13
20151230,-0.97,-0.86,-0.92,-0.77,-0.73,-0.7
20151231,-1.09,-1.24,-0.97,-0.7,-0.84,-1.05
20160104,-2.62,-2.21,-2.09,-1.71,-1.53,-1.54
20160105,-0.28,0.16,-0.15,0.17,0.12,0.14
20160106,-1.87,-1.04,-2.05,-1.69,-1.36,-1.2
20160107,-3.1,-2.34,-2.95,-3.21,-2.23,-2.38
20160108,-1.7,-1.58,-1.57,-1.21,-1.27,-0.84
20160111,-1.11,-0.31,-0.48,-0.46,-0.15,0.22
20160112,0.46,0.14,0.09,0.58,0.81,0.77
20160113,-3.62,-2.87,-3.18,-3.09,-2.36,-2.72
20160114,2,1.5,1.2,1.77,1.92,1.41
20160115,-2.05,-1.61,-1.86,-2.58,-2.18,-2.02
20160119,-1.88,-1.13,-1.54,-0.38,-0.09,-0.04
20160120,0.86,0.3,0.43,-1.46,-1.12,-0.86
20160121,-0.17,-0.31,0.47,0.28,0.38,0.62
20160122,2.46,2.02,2.22,2.75,1.96,1.95
20160125,-2.17,-2.3,-2.58,-2.36,-1.9,-1.27
20160126,1.42,2.46,2.82,1.53,1.5,1.44
20160127,-1.66,-1.04,-1.62,-1.06,-0.85,-1.36
20160128,-0.28,0.51,-0.15,1.31,0.13,0.58
20160129,2.92,3.14,3.63,3.04,2.59,2.35
20160201,-0.28,-0.44,-0.27,0.05,-0.21,0.17
20160202,-2.24,-2.1,-2.59,-2.76,-1.94,-1.86
20160203,0.12,0.19,0.27,-0.13,0.63,0.54
20160204,0.42,0.58,0.73,0.16,0.21,0.33
20160205,-3.38,-2.23,-2.75,-3.46,-1.61,-1.97
20160208,-2.57,-0.56,-1.27,-3.16,-1.41,-1.07
20160209,-0.78,-0.37,-0.67,0.17,-0.23,0.06
20160210,-0.1,-0.17,-0.4,0.2,0.08,-0.1
20160211,-1.08,-1.03,-1.06,-1.61,-1.38,-0.89
20160212,1.92,1.78,2.07,2.73,2.05,1.78
20160216,2.45,2.01,2.33,1.66,1.79,1.76
20160217,1.97,1.01,2.1,2.61,1.62,1.61
20160218,-0.99,-0.15,-0.47,-0.63,-0.66,-0.33
20160219,0.71,0.34,-0.27,0.3,0.05,-0.03
20160222,1.19,1.09,1.91,1.6,1.49,1.38
20160223,-1.41,-0.81,-0.55,-1.61,-1.38,-0.99
20160224,1.18,1.09,1.05,0.57,0.35,0.62
20160225,0.65,0.72,0.96,1.51,1.05,1.07
20160226,1.08,0.65,0.69,0.41,-0.02,-0.32
20160229,-0.25,0.06,0.2,-0.39,-1.02,-0.58
20160301,2.18,1.76,1.43,2.73,2.4,2.33
20160302,1.48,1.03,0.87,0.88,0.78,0.1
20160303,0.7,1.16,1.52,0.67,0.47,0.39
20160304,0.56,0.72,0.75,0.3,0.36,0.31
20160307,1.85,1.26,1.04,0.19,0.23,0.02
20160308,-2.91,-2.14,-2.63,-1.87,-1.34,-0.82
20160309,0.36,0.59,1.06,0.69,0.46,0.44
20160310,-1.06,-0.64,-0.68,-0.29,-0.04,-0.03
20160311,2.14,1.95,2.32,2.49,1.65,1.48
20160314,-0.06,-0.68,-0.22,-0.16,-0.19,-0.05
20160315,-2.17,-1.2,-1.81,-0.58,-0.38,-0.02
20160316,0.42,0.58,1.36,0.58,0.43,0.81
20160317,1.28,1.95,1.72,0.79,0.69,0.56
20160318,1.14,0.77,1.03,0.68,0.69,0.35
20160321,0.07,-0.3,-0.39,-0.08,0.1,0.17
20160322,0.21,-0.34,-0.36,0.04,-0.08,-0.03
20160323,-2.55,-1.56,-1.89,-1.4,-0.71,-0.65
20160324,0.39,0.46,0.25,-0.24,0,0.01
20160328,-0.1,0.21,-0.04,0.17,0.02,0.01
20160329,2.7,2.27,2.83,0.88,0.8,1.11
20160330,0.23,0.22,0.02,0.4,0.4,0.48
20160331,0.49,-0.04,0.41,-0.01,-0.17,-0.16
20160401,0.58,0.2,0.18,0.95,0.63,0.58
20160404,-0.29,-1.01,-1.1,-0.68,-0.35,-0.35
20160405,-1.03,-1.23,-1.19,-1.04,-1.1,-0.72
20160406,1.79,0.78,1.07,1.33,1.25,0.95
20160407,-1.17,-1.51,-1.49,-1.44,-1.28,-1.15
20160408,0.08,0.66,0.59,0.03,0.37,0.27
20160411,-0.5,0.06,-0.3,-0.13,-0.28,-0.31
20160412,0.85,1.21,1.16,1.15,1.05,0.9
20160413,2.39,2.2,2.3,1.78,1.33,0.92
20160414,0.06,-0.26,-0.35,0.19,0.17,-0.1
20160415,0.1,0.22,0.3,-0.22,-0.16,0.05
20160418,0.91,0.7,0.67,0.57,0.81,0.49
20160419,-0.07,0.5,0.2,0.72,0.45,0.05
20160420,0.21,0.21,0.41,0.62,0.31,-0.12
20160421,0.03,-0.79,-0.89,-0.25,-0.46,-0.54
20160422,0.96,1.04,1.39,0.33,0.24,-0.25
20160425,-0.86,-0.77,-1.1,-0.5,-0.25,-0.06
20160426,0.62,1.34,1.45,0.35,0.33,0.14
20160427,0.27,0.51,0.44,0.45,0.43,-0.11
20160428,-1,-1.13,-1.59,-0.59,-1.06,-1
20160429,-0.86,-0.47,-0.7,-0.32,-0.62,-0.44
20160502,0.79,0.69,0.9,0.9,0.68,0.85
20160503,-2.04,-1.64,-1.73,-1.55,-1.01,-0.81
20160504,-1.46,-0.33,-0.73,-0.84,-0.71,-0.57
20160505,-0.67,-0.67,-0.28,0.01,0.06,-0.16
20160506,0.13,0.75,0.48,0.43,0.27,0.44
20160509,0.38,-0.09,0.22,-0.25,-0.04,0.18
20160510,0.91,1.06,0.87,1.49,1.26,1.23
20160511,-1.01,-1.05,-1.54,-0.75,-0.8,-1
20160512,-1.11,-0.4,-0.46,-0.12,-0.1,-0.03
20160513,-0.07,-0.79,-0.98,-0.68,-0.85,-0.88
20160516,1.31,1.15,0.95,0.85,0.97,1.02
20160517,-1.43,-1.76,-1.32,-0.59,-0.89,-0.98
20160518,0.94,0.53,-0.36,0.98,0.27,-0.31
20160519,-0.87,-0.72,-0.44,-0.53,-0.31,-0.25
20160520,1.86,1.38,1.38,0.91,0.76,0.59
20160523,0.39,-0.26,-0.16,-0.19,-0.32,-0.13
20160524,2.05,2.09,2.05,1.63,1.33,1.42
20160525,0.52,0.59,0.82,0.51,0.84,0.68
20160526,-0.17,-0.22,-0.24,-0.24,-0.08,0.12
20160527,0.97,0.67,0.9,0.52,0.52,0.37
20160531,0.76,0.19,0.15,-0.17,-0.07,0.02
20160601,0.98,0.69,0.63,0.28,0.18,0.05
20160602,0.87,0.29,0.48,0.35,0.32,0.32
20160603,-0.87,-0.47,-0.61,-0.87,-0.5,-0.12
20160606,1.36,1.25,1.26,0.72,0.6,0.47
20160607,0.12,0.31,0.54,-0.12,0.12,0.16
20160608,0.72,0.81,0.69,0.2,0.44,0.27
20160609,-0.91,-0.54,-0.74,-0.55,-0.3,-0.08
20160610,-1.45,-1.32,-1.96,-1.65,-1.09,-0.78
20160613,-1.09,-1.15,-1.31,-0.73,-0.66,-0.99
20160614,-0.25,-0.09,0.04,-0.42,-0.18,-0.13
20160615,0.22,-0.08,0.17,-0.03,-0.17,-0.14
20160616,-0.13,-0.16,0.13,0.16,0.17,0.4
20160617,-0.59,-0.22,0.25,-0.27,-0.37,-0.28
20160620,1.33,1.28,1.17,0.87,0.61,0.65
20160621,-0.32,-0.23,-0.49,0.45,0.2,0.23
20160622,-0.52,-0.44,-0.6,-0.41,-0.11,-0.19
20160623,2.22,2.06,1.89,1.99,1.43,1.21
20160624,-3.94,-3.98,-3.59,-4.85,-3.83,-3.24
20160627,-3.33,-3.07,-3.35,-2.94,-1.99,-1.75
20160628,1.88,1.21,1.42,2.33,1.86,1.54
20160629,2.16,1.95,2.45,2.18,1.8,1.65
20160630,1.63,2.14,1.6,1.56,1.31,1.39
20160701,1.03,0.14,0.67,0.16,0.06,0.38
20160705,-1.92,-1.67,-1.67,-1.53,-0.72,-0.57
20160706,0.92,0.66,0.85,0.65,0.61,0.62
20160707,0.33,0.24,0.49,0.01,-0.15,0.12
20160708,2.49,2.45,2.67,1.64,1.49,1.51
20160711,0.78,1.15,1.41,0.39,0.37,0.39
20160712,1.73,1.5,1.34,1.34,0.63,0.55
20160713,-1.03,-0.08,-0.24,-0.25,0.08,-0.02
20160714,0.11,0.23,0.19,0.65,0.52,0.53
20160715,0.44,0.2,0.07,0.14,-0.15,-0.07
20160718,0.33,0.07,0.41,0.22,0.28,0.24
20160719,-1.18,-0.54,-0.68,-0.53,-0.04,-0.11
20160720,1.15,0.5,0.75,0.35,0.31,0.64
20160721,-0.47,-0.51,-0.46,-0.71,-0.25,-0.4
20160722,0.59,0.64,1,0.14,0.51,0.52
20160725,-0.5,-0.3,-0.17,-0.64,-0.3,-0.11
20160726,1.04,0.73,0.26,0.28,0.1,-0.01
20160727,0.68,0.16,-0.03,-0.38,-0.28,0.04
20160728,-0.43,-0.16,-0.5,0.36,0.15,0.22
20160729,0.07,0.03,0.18,0.24,0.21,0.11
20160801,-0.19,-0.11,-0.34,-0.93,-0.19,0.16
20160802,-1.11,-1.23,-1.61,-0.47,-0.56,-0.82
20160803,1.53,0.77,0.96,1.1,0.31,0.25
20160804,0.18,-0.14,0.23,-0.11,-0.02,0.17
20160805,1.61,1.74,1.22,1.51,0.82,0.75
20160808,0,-0.08,0.41,0.18,-0.13,-0.11
20160809,0.1,-0.04,-0.22,0.06,0.1,-0.04
20160810,-1.13,-0.68,-0.43,-0.63,-0.32,-0.08
20160811,0.92,0.54,0.58,0.82,0.43,0.51
20160812,0.33,-0.16,0.18,0.04,-0.08,-0.1
20160815,1.41,0.97,1.09,0.57,0.2,0.34
20160816,-0.86,-0.58,-0.65,-0.28,-0.56,-0.68
20160817,-0.45,-0.24,-0.24,0.25,0.21,0.09
20160818,0.97,0.8,0.6,0.68,0.31,0.12
20160819,-0.23,0.13,0.04,-0.25,-0.1,-0.07
20160822,0.32,0.09,0.18,-0.14,-0.04,0.02
20160823,0.77,0.73,0.86,0.35,0.18,0.22
20160824,-1.52,-0.47,-0.73,-0.62,-0.45,-0.53
20160825,0.14,0.25,-0.03,0.11,-0.03,-0.25
20160826,0.31,-0.18,-0.24,-0.03,-0.07,-0.26
20160829,0.6,0.47,0.61,0.55,0.66,0.38
20160830,0.15,0,0.42,0.18,-0.12,-0.34
20160831,-0.76,-0.48,-0.46,-0.42,-0.15,-0.2
20160901,0.19,-0.07,-0.03,-0.25,-0.05,0.17
20160902,0.94,0.94,0.87,0.6,0.5,0.41
20160906,1,-0.31,-0.09,0.37,0.25,0.22
20160907,0.68,0.69,0.7,0.18,0.04,0.03
20160908,0.34,-0.19,-0.42,0.41,-0.03,-0.52
20160909,-3.2,-2.6,-3.06,-2.41,-2.31,-2.5
20160912,1.75,1,1.35,1.43,1.31,1.53
20160913,-1.96,-1.7,-1.68,-1.98,-1.57,-1.16
20160914,0.29,-0.48,-0.18,-0.48,-0.19,0.17
20160915,1.41,1.28,1.43,1.07,0.95,1.17
20160916,-0.17,-0.17,-0.04,-0.5,-0.51,-0.21
20160919,0.57,0.58,0.47,-0.09,0.25,-0.16
20160920,0.17,-0.46,-1.1,-0.08,-0.03,0.08
20160921,1.49,1.22,1.21,1.51,1.03,0.99
20160922,1.37,1.49,1.42,0.57,0.62,0.68
20160923,-0.85,-0.68,-0.35,-1.04,-0.54,-0.48
20160926,-1.13,-1.2,-1.42,-0.79,-0.96,-0.8
20160927,0.63,0.54,0.3,0.51,0.61,0.77
20160928,1.1,0.86,0.62,1.47,0.62,0.14
20160929,-1.65,-1.21,-1.15,-0.92,-1.04,-0.86
20160930,1.41,1.3,1.3,1.12,0.77,0.84
20161003,-0.25,-0.48,-0.15,-0.16,-0.36,-0.21
20161004,-0.51,-0.26,-0.21,-0.43,-0.36,-0.52
20161005,1.25,0.99,0.83,0.87,0.7,0.31
20161006,-0.69,0.09,-0.18,-0.39,0.06,0
20161007,-0.74,-0.79,-1.11,-0.28,-0.22,-0.48
20161010,1.42,0.85,0.7,0.74,0.49,0.38
20161011,-2.14,-1.64,-1.55,-1.34,-1.33,-1.14
20161012,-0.79,0.21,0.22,-0.17,0.07,0.18
20161013,-1.16,-1.27,-1.1,-0.78,-0.42,-0.17
20161014,-0.64,0.09,-0.32,0.17,0.03,-0.01
20161017,-0.47,-0.2,-0.26,-0.31,-0.24,-0.32
