Dow Jones,S&P 500,NASDAQ
34483.72,4567.0,15537.69
34022.04,4513.04,15254.05
34639.79,4577.1,15381.32
34580.08,4538.43,15085.47
35227.03,4591.67,15225.15
35719.43,4686.75,15686.92
35754.75,4701.21,15786.99
35754.69,4667.45,15517.37
35970.99,4712.02,15630.6
35650.95,4668.97,15413.28
35544.18,4634.09,15237.64
35927.43,4709.85,15565.58
35897.64,4668.67,15180.43
35365.44,4620.64,15169.68
34932.16,4568.02,14980.94
35492.7,4649.23,15341.09
35753.89,4696.56,15521.89
35950.56,4725.79,15653.37
,,
36302.38,4791.19,15871.26
36398.21,4786.35,15781.72
36488.63,4793.06,15766.22
36398.08,4778.73,15741.56
36338.3,4766.18,15644.97
36585.06,4796.56,15832.8
36799.65,4793.54,15622.72
36407.11,4700.58,15100.17
36236.47,4696.05,15080.86
36231.66,4677.03,14935.9
36068.87,4670.29,14942.83
36252.02,4713.07,15153.45
36290.32,4726.35,15188.39
36113.62,4659.03,14806.81
35911.81,4662.85,14893.75
,,
35368.47,4577.11,14506.9
35028.65,4532.76,14340.26
34715.39,4482.73,14154.02
34265.37,4397.94,13768.92
34364.5,4410.13,13855.13
34297.73,4356.45,13539.29
34168.09,4349.93,13542.12
34160.78,4326.51,13352.78
34725.47,4431.85,13770.57
35131.86,4515.55,14239.88
35405.24,4546.54,14346.0
35629.33,4589.38,14417.55
35111.16,4477.44,13878.82
35089.74,4500.53,14098.01
35091.13,4483.87,14015.67
35462.78,4521.54,14194.45
35768.06,4587.18,14490.37
35241.59,4504.08,14185.64
34738.06,4418.64,13791.15
34566.17,4401.67,13790.92
34988.84,4471.07,14139.76
34934.27,4475.01,14124.09
34312.03,4380.26,13716.72
34079.18,4348.87,13548.07
,,
33596.61,4304.76,13381.52
33131.76,4225.5,13037.49
33223.83,4288.7,13473.58
34058.75,4384.65,13694.62
33892.6,4373.94,13751.4
33294.95,4306.26,13532.46
33891.35,4386.54,13752.02
33794.66,4363.49,13537.94
33614.8,4328.87,13313.44
32817.38,4201.09,12830.96
32632.64,4170.7,12795.55
33286.25,4277.88,13255.55
33174.07,4259.52,13129.96
32944.19,4204.31,12843.81
32945.24,4173.11,12581.22
33544.34,4262.45,12948.62
34063.1,4357.86,13436.55
34480.76,4411.67,13614.78
34754.93,4463.12,13893.84
34552.99,4461.18,13838.46
34807.46,4511.61,14108.82
34358.5,4456.24,13922.6
34707.94,4520.16,14191.84
34861.24,4543.06,14169.3
34955.89,4575.52,14354.9
35294.19,4631.6,14619.64
35228.81,4602.45,14442.27
34678.35,4530.41,14220.52
34818.27,4545.86,14261.5
34921.88,4582.64,14532.55
34641.18,4525.12,14204.17
34496.51,4481.15,13888.82
34583.57,4500.21,13897.3
34721.12,4488.28,13711.0
34308.08,4412.53,13411.96
34220.36,4397.45,13371.57
34564.59,4446.59,13643.59
34451.23,4392.59,13351.08
,,
34411.69,4391.69,13332.36
34911.2,4462.21,13619.66
35160.79,4459.45,13453.07
34792.76,4393.66,13174.65
33811.4,4271.78,12839.29
34049.46,4296.12,13004.85
33240.18,4175.2,12490.74
33301.93,4183.96,12488.93
33916.39,4287.5,12871.53
32977.21,4131.93,12334.64
33061.5,4155.38,12536.02
33128.79,4175.48,12563.76
34061.06,4300.17,12964.86
32997.97,4146.87,12317.69
32899.37,4123.34,12144.66
32245.7,3991.24,11623.25
32160.74,4001.05,11737.67
31834.11,3935.18,11364.24
31730.3,3930.08,11370.96
32196.66,4023.89,11805.0
32223.42,4008.01,11662.79
32654.59,4088.85,11984.52
31490.07,3923.68,11418.15
31253.13,3900.79,11388.5
31261.9,3901.36,11354.62
31880.24,3973.75,11535.27
31928.62,3941.48,11264.45
32120.28,3978.73,11434.74
32637.19,4057.84,11740.65
33212.96,4158.24,12131.13
,,
32990.12,4132.15,12081.39
32813.23,4101.23,11994.46
33248.28,4176.82,12316.9
32899.7,4108.54,12012.73
32915.78,4121.43,12061.37
33180.14,4160.68,12175.23
32910.9,4115.77,12086.27
32272.79,4017.82,11754.23
31392.79,3900.86,11340.02
30516.74,3749.63,10809.23
30364.83,3735.48,10828.35
30668.53,3789.99,11099.15
29927.07,3666.77,10646.1
29888.78,3674.84,10798.35
,,
30530.25,3764.79,11069.3
30483.13,3759.89,11053.08
30677.36,3795.73,11232.19
31500.68,3911.74,11607.62
31438.26,3900.11,11524.55
30946.99,3821.55,11181.54
31029.31,3818.83,11177.89
30775.43,3785.38,11028.74
31097.26,3825.33,11127.85
,,
30967.82,3831.39,11322.24
31037.68,3845.08,11361.85
31384.55,3902.62,11621.35
31338.15,3899.38,11635.31
31173.84,3854.43,11372.6
30981.33,3818.8,11264.73
30772.79,3801.78,11247.58
30630.17,3790.38,11251.19
31288.26,3863.16,11452.42
31072.61,3830.85,11360.05
31827.05,3936.69,11713.15
31874.84,3959.9,11897.65
32036.9,3998.95,12059.61
31899.29,3961.63,11834.11
31990.04,3966.84,11782.67
31761.54,3921.05,11562.57
32197.59,4023.61,12032.42
32529.63,4072.43,12162.59
32845.13,4130.29,12390.69
32798.4,4118.63,12368.98
32396.17,4091.19,12348.76
32812.5,4155.17,12668.16
32726.82,4151.94,12720.58
32803.47,4145.19,12657.55
32832.54,4140.06,12644.46
32774.41,4122.47,12493.93
33309.51,4210.24,12854.8
33336.67,4207.27,12779.91
33761.05,4280.15,13047.19
33912.44,4297.14,13128.05
34152.01,4305.2,13102.55
33980.32,4274.04,12938.12
33999.04,4283.74,12965.34
33706.74,4228.48,12705.22
33063.61,4137.99,12381.57
32909.59,4128.73,12381.3
32969.23,4140.77,12431.53
33291.78,4199.12,12639.27
32283.4,4057.66,12141.71
32098.99,4030.61,12017.67
31790.87,3986.16,11883.14
31510.43,3955.0,11816.2
31656.42,3966.85,11785.13
31318.44,3924.26,11630.86
,,
31145.3,3908.19,11544.91
31581.28,3979.87,11791.9
31774.52,4006.18,11862.13
32151.71,4067.36,12112.31
32381.34,4110.41,12266.41
31104.97,3932.69,11633.57
31135.09,3946.01,11719.68
30961.82,3901.35,11552.36
30822.42,3873.33,11448.4
31019.68,3899.89,11535.02
30706.23,3855.93,11425.05
30183.78,3789.93,11220.19
30076.68,3757.99,11066.81
29590.41,3693.23,10867.93
29260.81,3655.04,10802.92
29134.99,3647.29,10829.5
29683.74,3719.04,11051.64
29225.61,3640.47,10737.51
28725.51,3585.62,10575.62
29490.89,3678.43,10815.43
30316.32,3790.93,11176.41
30273.87,3783.28,11148.64
29926.94,3744.52,11073.31
29296.79,3639.66,10652.4
29202.88,3612.39,10542.1
29239.19,3588.84,10426.19
29210.85,3577.03,10417.1
30038.72,3669.91,10649.15
29634.83,3583.07,10321.39
30185.82,3677.95,10675.8
30523.8,3719.98,10772.4
30423.81,3695.16,10680.51
30333.59,3665.78,10614.84
31082.56,3752.75,10859.72
31499.62,3797.34,10952.61
31836.74,3859.11,11199.12
31839.11,3830.6,10970.99
32033.28,3807.3,10792.67
32861.8,3901.06,11102.45
32732.95,3871.98,10988.15
32653.2,3856.1,10890.85
32147.76,3759.69,10524.8
32001.25,3719.89,10342.94
32403.22,3770.55,10475.25
32827.0,3806.8,10564.52
33160.83,3828.11,10616.2
32513.94,3748.57,10353.17
33715.37,3956.37,11114.15
33747.86,3992.93,11323.33
33536.7,3957.25,11196.22
33592.92,3991.73,11358.41
33553.83,3958.79,11183.66
33546.32,3946.56,11144.96
33745.69,3965.34,11146.06
33700.28,3949.94,11024.51
34098.1,4003.58,11174.41
34194.06,4027.26,11285.32
,,
34347.03,4026.12,11226.36
33849.46,3963.94,11049.5
33852.53,3957.63,10983.78
34589.77,4080.11,11468.0
34395.01,4076.57,11482.45
34429.88,4071.7,11461.5
33947.1,3998.84,11239.94
33596.34,3941.26,11014.89
33597.92,3933.92,10958.55
33781.48,3963.51,11082.0
33476.46,3934.38,11004.62
34005.04,3990.56,11143.74
34108.64,4019.65,11256.81
33966.35,3995.32,11170.89
33202.22,3895.75,10810.53
32920.46,3852.36,10705.41
32757.54,3817.66,10546.03
32849.74,3821.62,10547.11
33376.48,3878.44,10709.37
33027.49,3822.39,10476.12
33203.93,3844.82,10497.86
,,
33241.56,3829.25,10353.23
32875.71,3783.22,10213.29
33220.8,3849.28,10478.09
33147.25,3839.5,10466.48
,,
33136.37,3824.14,10386.98
33269.77,3852.97,10458.76
32930.08,3808.1,10305.24
33630.61,3895.08,10569.29
33517.65,3892.09,10635.65
33704.1,3919.25,10742.63
33973.01,3969.61,10931.67
34189.97,3983.17,11001.1
34302.61,3999.09,11079.16
,,
33910.85,3990.97,11095.11
33296.96,3928.86,10957.01
33044.56,3898.85,10852.27
33375.49,3972.61,11140.43
33629.56,4019.81,11364.41
33733.96,4016.95,11334.27
33743.84,4016.22,11313.36
33949.41,4060.43,11512.41
33978.08,4070.56,11621.71
33717.09,4017.77,11393.81
34086.04,4076.6,11584.55
34092.96,4119.21,11816.32
34053.94,4179.76,12200.82
33926.01,4136.48,12006.95
33891.02,4111.08,11887.45
34156.69,4164.0,12113.79
33949.01,4117.86,11910.52
33699.88,4081.5,11789.58
33869.27,4090.46,11718.12
34245.93,4137.29,11891.79
34089.27,4136.13,11960.15
34128.05,4147.6,12070.59
33696.85,4090.41,11855.83
33826.69,4079.09,11787.27
,,
33129.59,3997.34,11492.3
33045.09,3991.05,11507.07
33153.91,4012.32,11590.4
32816.92,3970.04,11394.94
32889.09,3982.24,11466.98
32656.7,3970.15,11455.54
32661.84,3951.39,11379.48
33003.57,3981.35,11462.98
33390.97,4045.64,11689.01
33431.44,4048.42,11675.74
32856.46,3986.37,11530.33
32798.4,3992.01,11576.0
32254.86,3918.32,11338.35
31909.64,3861.59,11138.89
31819.14,3855.76,11188.84
32155.4,3919.29,11428.15
31874.57,3891.93,11434.05
32246.55,3960.28,11717.28
31861.98,3916.64,11630.51
32244.58,3951.57,11675.54
32560.6,4002.87,11860.11
32030.11,3936.97,11669.96
32105.25,3948.72,11787.4
32237.53,3970.99,11823.96
32432.08,3977.53,11768.84
32394.25,3971.27,11716.08
32717.6,4027.81,11926.24
32859.03,4050.83,12013.47
33274.15,4109.31,12221.91
33601.15,4124.51,12189.45
33402.38,4100.6,12126.33
33482.72,4090.38,11996.86
33485.29,4105.02,12087.96
,,
33586.52,4109.11,12084.35
33684.79,4108.94,12031.88
33646.5,4091.95,11929.34
34029.69,4146.22,12166.27
33886.47,4137.64,12123.47
33987.18,4151.32,12157.72
33976.63,4154.87,12153.41
33897.01,4154.52,12157.23
33786.62,4129.79,12059.56
33808.96,4133.52,12072.46
33875.4,4137.04,12037.2
33530.83,4071.63,11799.16
33301.87,4055.99,11854.35
33826.16,4135.35,12142.24
34098.16,4169.48,12226.58
34051.7,4167.87,12212.6
33684.53,4119.58,12080.51
33414.24,4090.75,12025.33
33127.74,4061.22,11966.4
33674.38,4136.25,12235.41
33618.69,4138.12,12256.92
33561.81,4119.17,12179.55
33531.33,4137.64,12306.44
33309.51,4130.62,12328.51
33300.62,4124.08,12284.74
33348.6,4136.28,12365.21
33012.14,4109.9,12343.05
33420.77,4158.77,12500.57
33535.91,4198.05,12688.84
33426.63,4191.98,12657.9
33286.58,4192.63,12720.78
33055.51,4145.58,12560.25
32799.92,4115.24,12484.16
32764.65,4151.28,12698.09
33093.34,4205.45,12975.69
,,
33042.78,4205.52,13017.43
32908.27,4179.83,12935.29
33061.57,4221.02,13100.98
33762.76,4282.37,13240.77
33562.86,4273.79,13229.43
33573.28,4283.85,13276.42
33665.02,4267.52,13104.89
33833.61,4293.93,13238.52
33876.78,4298.86,13259.14
34066.33,4338.93,13461.92
34212.12,4369.01,13573.32
33979.33,4372.59,13626.48
34408.06,4425.84,13782.82
34299.12,4409.59,13689.57
,,
34053.87,4388.71,13667.29
33951.52,4365.69,13502.2
33946.71,4381.89,13630.61
33727.43,4348.33,13492.52
33714.71,4328.82,13335.78
33926.74,4378.41,13555.67
33852.66,4376.86,13591.75
34122.42,4396.44,13591.33
34407.6,4450.38,13787.92
34418.47,4455.59,13816.77
,,
34288.64,4446.82,13791.65
33922.26,4411.59,13679.04
33734.88,4398.95,13660.72
33944.4,4409.53,13685.48
34261.42,4439.26,13760.7
34347.43,4472.16,13918.96
34395.14,4510.04,14138.57
34509.03,4505.42,14113.7
34585.35,4522.79,14244.95
34951.93,4554.98,14353.64
35061.21,4565.72,14358.02
35225.18,4534.87,14063.31
35227.69,4536.34,14032.81
35411.24,4554.64,14058.87
35438.07,4567.46,14144.56
35520.12,4566.75,14127.28
35282.72,4537.41,14050.11
35459.29,4582.23,14316.66
35559.53,4588.96,14346.02
35630.68,4576.73,14283.91
35282.52,4513.39,13973.45
35215.89,4501.89,13959.72
35065.62,4478.03,13909.24
35473.13,4518.44,13994.4
35314.49,4499.38,13884.32
35123.36,4467.71,13722.02
35176.15,4468.83,13737.99
35281.4,4464.05,13644.85
35307.63,4489.72,13788.33
34946.39,4437.86,13631.05
34765.74,4404.33,13474.63
34474.83,4370.36,13316.93
34500.66,4369.71,13290.78
34463.69,4399.77,13497.59
34288.83,4387.55,13505.87
34472.98,4436.01,13721.03
34099.42,4376.31,13463.97
34346.9,4405.71,13590.65
34559.98,4433.31,13705.13
34852.67,4497.63,13943.76
34890.24,4514.87,14019.31
34721.91,4507.66,14034.97
34837.71,4515.77,14031.81
,,
34641.97,4496.83,14020.95
34443.19,4465.48,13872.47
34500.73,4451.14,13748.83
34576.59,4457.49,13761.53
34663.72,4487.46,13917.89
34645.99,4461.9,13773.61
34575.53,4467.44,13813.59
34907.11,4505.1,13926.05
34618.24,4450.32,13708.33
34624.3,4453.53,13710.24
34517.73,4443.95,13678.19
34440.88,4402.2,13469.13
34070.42,4330.0,13223.98
33963.84,4320.06,13211.81
34006.88,4337.44,13271.32
33618.88,4273.53,13063.61
33550.27,4274.51,13092.85
33666.34,4299.7,13201.28
33507.5,4288.05,13219.32
33433.35,4288.39,13307.77
33002.38,4229.45,13059.47
33129.55,4263.75,13236.01
33119.57,4258.19,13219.83
33407.58,4308.5,13431.34
33604.65,4335.66,13484.24
33739.3,4358.24,13562.84
33804.87,4376.95,13659.68
33631.14,4349.61,13574.22
33670.29,4327.78,13407.23
33984.54,4373.63,13567.98
33997.65,4373.2,13533.75
33665.08,4314.6,13314.3
33414.17,4278.0,13186.18
33127.28,4224.16,12983.81
32936.41,4217.04,13018.33
33141.38,4247.68,13139.87
33035.93,4186.77,12821.22
32784.3,4137.23,12595.61
32417.59,4117.37,12643.01
32928.96,4166.82,12789.48
33052.87,4193.8,12851.24
33274.58,4237.86,13061.47
33839.08,4317.78,13294.19
34061.32,4358.34,13478.28
34095.86,4365.98,13518.78
34152.6,4378.38,13639.86
34112.27,4382.78,13650.41
33891.94,4347.35,13521.45
34283.1,4415.24,13798.11
34337.87,4411.55,13767.74
34827.7,4495.7,14094.38
34991.21,4502.88,14103.84
34945.47,4508.24,14113.67
34947.28,4514.02,14125.48
35151.04,4547.38,14284.53
35088.29,4538.19,14199.98
35273.03,4556.62,14265.86
,,
35390.15,4559.34,14250.85
35333.47,4550.43,14241.02
35416.98,4554.89,14281.76
35430.42,4550.58,14258.49
35950.89,4567.8,14226.22
36245.5,4594.63,14305.03
36204.44,4569.78,14185.49
36124.56,4567.18,14229.91
36054.43,4549.34,14146.71
36117.38,4585.59,14339.99
36247.87,4604.37,14403.97
36404.93,4622.44,14432.49
36577.94,4643.7,14533.4
37090.24,4707.09,14733.96
37248.35,4719.55,14761.56
37305.16,4719.19,14813.92
37306.02,4740.56,14905.19
37557.92,4768.37,15003.22
37082.0,4698.35,14777.94
37404.35,4746.75,14963.87
37385.97,4754.63,14992.97
,,
37545.33,4774.75,15074.57
37656.52,4781.58,15099.18
37710.1,4783.35,15095.14
37689.54,4769.83,15011.35
,,
37715.04,4742.83,14765.94
37430.19,4704.81,14592.21
37440.34,4688.68,14510.3
37466.11,4697.24,14524.07
37683.01,4763.54,14843.77
37525.16,4756.5,14857.71
37695.73,4783.45,14969.65
37711.02,4780.24,14970.18
37592.98,4783.83,14972.76
,,
37361.12,4765.98,14944.35
37266.67,4739.21,14855.62
37468.61,4780.94,15055.65
37863.8,4839.81,15310.97
38001.81,4850.43,15360.29
37905.45,4864.6,15425.94
37806.39,4868.55,15481.92
38049.13,4894.16,15510.5
38109.43,4890.97,15455.36
38333.45,4927.93,15628.04
38467.31,4924.97,15509.9
38150.3,4845.65,15164.01
38519.84,4906.19,15361.64
38654.42,4958.61,15628.95
38380.12,4942.81,15597.68
38521.36,4954.23,15609.0
38677.36,4995.06,15756.64
38726.33,4997.91,15793.71
38671.69,5026.61,15990.66
38797.38,5021.84,15942.55
38272.75,4953.17,15655.6
38424.27,5000.62,15859.15
38773.12,5029.73,15906.17
38627.99,5005.57,15775.65
,,
38563.8,4975.51,15630.78
38612.24,4981.8,15580.87
39069.11,5087.03,16041.62
39131.53,5088.8,15996.82
39069.23,5069.53,15976.25
38972.41,5078.18,16035.3
38949.02,5069.76,15947.74
38996.39,5096.27,16091.92
39087.38,5137.08,16274.94
38989.83,5130.95,16207.51
38585.19,5078.65,15939.59
38661.05,5104.76,16031.54
38791.35,5157.36,16273.38
38722.69,5123.69,16085.11
38769.66,5117.94,16019.27
39005.49,5175.27,16265.64
39043.32,5165.31,16177.77
38905.66,5150.48,16128.53
38714.77,5117.09,15973.17
38790.43,5149.42,16103.45
39110.76,5178.51,16166.79
39512.13,5224.62,16369.41
39781.37,5241.53,16401.84
39475.9,5234.18,16428.82
39313.64,5218.19,16384.47
39282.33,5203.58,16315.7
39760.08,5248.49,16399.52
39807.37,5254.35,16379.46
,,
39566.85,5243.77,16396.83
39170.24,5205.81,16240.45
39127.14,5211.49,16277.46
38596.98,5147.21,16049.08
38904.04,5204.34,16248.52
38892.8,5202.39,16253.96
38883.67,5209.91,16306.64
38461.51,5160.64,16170.36
38459.08,5199.06,16442.2
37983.24,5123.41,16175.09
37735.11,5061.82,15885.02
37798.97,5051.41,15865.25
37753.31,5022.21,15683.37
37775.38,5011.12,15601.5
37986.4,4967.23,15282.01
38239.98,5010.6,15451.31
38503.69,5070.55,15696.64
38460.92,5071.63,15712.75
38085.8,5048.42,15611.76
38239.66,5099.96,15927.9
38386.09,5116.17,15983.08
37815.92,5035.69,15657.82
37903.29,5018.39,15605.48
38225.66,5064.2,15840.96
38675.68,5127.79,16156.33
38852.27,5180.74,16349.25
38884.26,5187.7,16332.56
39056.39,5187.67,16302.76
39387.76,5214.08,16346.26
39512.84,5222.68,16340.87
39431.51,5221.42,16388.24
39558.11,5246.68,16511.18
39908.0,5308.15,16742.39
39869.38,5297.1,16698.32
40003.59,5303.27,16685.97
39806.77,5308.13,16794.87
39872.99,5321.41,16832.62
39671.04,5307.01,16801.54
39065.26,5267.84,16736.03
39069.59,5304.72,16920.79
,,
38852.86,5306.04,17019.88
38441.54,5266.95,16920.58
38111.48,5235.48,16737.08
38686.32,5277.51,16735.02
38571.03,5283.4,16828.67
38711.29,5291.34,16857.05
38807.33,5354.03,17187.9
38886.17,5352.96,17173.12
38798.99,5346.99,17133.13
38868.04,5360.79,17192.53
38747.42,5375.32,17343.55
38712.21,5421.03,17608.44
38647.1,5433.74,17667.56
38589.16,5431.6,17688.88
38778.1,5473.23,17857.02
38834.86,5487.03,17862.23
,,
39134.76,5473.17,17721.59
39150.33,5464.62,17689.36
39411.21,5447.87,17496.82
39112.16,5469.3,17717.65
39127.8,5477.9,17805.16
39164.06,5482.87,17858.68
39118.86,5460.48,17732.6
39169.52,5475.09,17879.3
39331.85,5509.01,18028.76
39308.0,5537.02,18188.3
,,
39375.87,5567.19,18352.76
39344.79,5572.85,18403.74
39291.97,5576.98,18429.29
39721.36,5633.91,18647.45
39753.75,5584.54,18283.41
40000.9,5615.35,18398.45
40211.72,5631.22,18472.57
40954.48,5667.2,18509.34
41198.08,5588.27,17996.92
40665.02,5544.59,17871.22
40287.53,5505.0,17726.94
40415.44,5564.41,18007.57
40358.09,5555.74,17997.35
39853.87,5427.13,17342.41
39935.07,5399.22,17181.72
40589.34,5459.1,17357.88
40539.93,5463.54,17370.2
40743.33,5436.44,17147.42
40842.79,5522.3,17599.4
40347.97,5446.68,17194.15
